word,phonemes
559,"['V1-1', 'C1-3', 'C2-0']"
560,"['V1-1', 'C1-3', 'C2-1']"
561,"['V1-1', 'C1-3', 'C2-2']"
562,"['V1-1', 'C1-3', 'C2-3']"
563,"['V1-1', 'V1-0', 'C1-0']"
564,"['V1-1', 'V1-0', 'C1-1']"
565,"['V1-1', 'V1-0', 'C1-2']"
566,"['V1-1', 'V1-0', 'C1-3']"
567,"['V1-1', 'V1-0', 'V1-2']"
568,"['V1-1', 'V1-0', 'V1-3']"
569,"['V1-1', 'V1-0', 'C2-0']"
570,"['V1-1', 'V1-0', 'C2-1']"
571,"['V1-1', 'V1-0', 'C2-2']"
572,"['V1-1', 'V1-0', 'C2-3']"
573,"['V1-1', 'V1-2', 'C1-0']"
574,"['V1-1', 'V1-2', 'C1-1']"
575,"['V1-1', 'V1-2', 'C1-2']"
576,"['V1-1', 'V1-2', 'C1-3']"
577,"['V1-1', 'V1-2', 'V1-0']"
578,"['V1-1', 'V1-2', 'V1-3']"
579,"['V1-1', 'V1-2', 'C2-0']"
580,"['V1-1', 'V1-2', 'C2-1']"
581,"['V1-1', 'V1-2', 'C2-2']"
582,"['V1-1', 'V1-2', 'C2-3']"
583,"['V1-1', 'V1-3', 'C1-0']"
584,"['V1-1', 'V1-3', 'C1-1']"
585,"['V1-1', 'V1-3', 'C1-2']"
586,"['V1-1', 'V1-3', 'C1-3']"
587,"['V1-1', 'V1-3', 'V1-0']"
588,"['V1-1', 'V1-3', 'V1-2']"
589,"['V1-1', 'V1-3', 'C2-0']"
590,"['V1-1', 'V1-3', 'C2-1']"
591,"['V1-1', 'V1-3', 'C2-2']"
592,"['V1-1', 'V1-3', 'C2-3']"
593,"['V1-1', 'C2-0', 'C1-0']"
594,"['V1-1', 'C2-0', 'C1-1']"
595,"['V1-1', 'C2-0', 'C1-2']"
596,"['V1-1', 'C2-0', 'C1-3']"
597,"['V1-1', 'C2-0', 'V1-0']"
598,"['V1-1', 'C2-0', 'V1-2']"
599,"['V1-1', 'C2-0', 'V1-3']"
600,"['V1-1', 'C2-0', 'C2-1']"
601,"['V1-1', 'C2-0', 'C2-2']"
602,"['V1-1', 'C2-0', 'C2-3']"
603,"['V1-1', 'C2-1', 'C1-0']"
604,"['V1-1', 'C2-1', 'C1-1']"
605,"['V1-1', 'C2-1', 'C1-2']"
606,"['V1-1', 'C2-1', 'C1-3']"
607,"['V1-1', 'C2-1', 'V1-0']"
608,"['V1-1', 'C2-1', 'V1-2']"
609,"['V1-1', 'C2-1', 'V1-3']"
610,"['V1-1', 'C2-1', 'C2-0']"
611,"['V1-1', 'C2-1', 'C2-2']"
612,"['V1-1', 'C2-1', 'C2-3']"
613,"['V1-1', 'C2-2', 'C1-0']"
614,"['V1-1', 'C2-2', 'C1-1']"
615,"['V1-1', 'C2-2', 'C1-2']"
616,"['V1-1', 'C2-2', 'C1-3']"
617,"['V1-1', 'C2-2', 'V1-0']"
618,"['V1-1', 'C2-2', 'V1-2']"
619,"['V1-1', 'C2-2', 'V1-3']"
620,"['V1-1', 'C2-2', 'C2-0']"
621,"['V1-1', 'C2-2', 'C2-1']"
622,"['V1-1', 'C2-2', 'C2-3']"
623,"['V1-1', 'C2-3', 'C1-0']"
624,"['V1-1', 'C2-3', 'C1-1']"
625,"['V1-1', 'C2-3', 'C1-2']"
626,"['V1-1', 'C2-3', 'C1-3']"
627,"['V1-1', 'C2-3', 'V1-0']"
628,"['V1-1', 'C2-3', 'V1-2']"
629,"['V1-1', 'C2-3', 'V1-3']"
630,"['V1-1', 'C2-3', 'C2-0']"
631,"['V1-1', 'C2-3', 'C2-1']"
632,"['V1-1', 'C2-3', 'C2-2']"
633,"['V1-2', 'C1-0', 'C1-1']"
634,"['V1-2', 'C1-0', 'C1-2']"
635,"['V1-2', 'C1-0', 'C1-3']"
636,"['V1-2', 'C1-0', 'V1-0']"
637,"['V1-2', 'C1-0', 'V1-1']"
638,"['V1-2', 'C1-0', 'V1-3']"
639,"['V1-2', 'C1-0', 'C2-0']"
640,"['V1-2', 'C1-0', 'C2-1']"
641,"['V1-2', 'C1-0', 'C2-2']"
642,"['V1-2', 'C1-0', 'C2-3']"
643,"['V1-2', 'C1-1', 'C1-0']"
644,"['V1-2', 'C1-1', 'C1-2']"
645,"['V1-2', 'C1-1', 'C1-3']"
646,"['V1-2', 'C1-1', 'V1-0']"
647,"['V1-2', 'C1-1', 'V1-1']"
648,"['V1-2', 'C1-1', 'V1-3']"
649,"['V1-2', 'C1-1', 'C2-0']"
650,"['V1-2', 'C1-1', 'C2-1']"
651,"['V1-2', 'C1-1', 'C2-2']"
652,"['V1-2', 'C1-1', 'C2-3']"
653,"['V1-2', 'C1-2', 'C1-0']"
654,"['V1-2', 'C1-2', 'C1-1']"
655,"['V1-2', 'C1-2', 'C1-3']"
656,"['V1-2', 'C1-2', 'V1-0']"
657,"['V1-2', 'C1-2', 'V1-1']"
658,"['V1-2', 'C1-2', 'V1-3']"
659,"['V1-2', 'C1-2', 'C2-0']"
660,"['V1-2', 'C1-2', 'C2-1']"
661,"['V1-2', 'C1-2', 'C2-2']"
662,"['V1-2', 'C1-2', 'C2-3']"
663,"['V1-2', 'C1-3', 'C1-0']"
664,"['V1-2', 'C1-3', 'C1-1']"
665,"['V1-2', 'C1-3', 'C1-2']"
666,"['V1-2', 'C1-3', 'V1-0']"
667,"['V1-2', 'C1-3', 'V1-1']"
668,"['V1-2', 'C1-3', 'V1-3']"
669,"['V1-2', 'C1-3', 'C2-0']"
670,"['V1-2', 'C1-3', 'C2-1']"
671,"['V1-2', 'C1-3', 'C2-2']"
672,"['V1-2', 'C1-3', 'C2-3']"
673,"['V1-2', 'V1-0', 'C1-0']"
674,"['V1-2', 'V1-0', 'C1-1']"
675,"['V1-2', 'V1-0', 'C1-2']"
676,"['V1-2', 'V1-0', 'C1-3']"
677,"['V1-2', 'V1-0', 'V1-1']"
678,"['V1-2', 'V1-0', 'V1-3']"
679,"['V1-2', 'V1-0', 'C2-0']"
680,"['V1-2', 'V1-0', 'C2-1']"
681,"['V1-2', 'V1-0', 'C2-2']"
682,"['V1-2', 'V1-0', 'C2-3']"
683,"['V1-2', 'V1-1', 'C1-0']"
684,"['V1-2', 'V1-1', 'C1-1']"
685,"['V1-2', 'V1-1', 'C1-2']"
686,"['V1-2', 'V1-1', 'C1-3']"
687,"['V1-2', 'V1-1', 'V1-0']"
688,"['V1-2', 'V1-1', 'V1-3']"
689,"['V1-2', 'V1-1', 'C2-0']"
690,"['V1-2', 'V1-1', 'C2-1']"
691,"['V1-2', 'V1-1', 'C2-2']"
692,"['V1-2', 'V1-1', 'C2-3']"
693,"['V1-2', 'V1-3', 'C1-0']"
694,"['V1-2', 'V1-3', 'C1-1']"
695,"['V1-2', 'V1-3', 'C1-2']"
696,"['V1-2', 'V1-3', 'C1-3']"
697,"['V1-2', 'V1-3', 'V1-0']"
698,"['V1-2', 'V1-3', 'V1-1']"
699,"['V1-2', 'V1-3', 'C2-0']"
700,"['V1-2', 'V1-3', 'C2-1']"
701,"['V1-2', 'V1-3', 'C2-2']"
702,"['V1-2', 'V1-3', 'C2-3']"
703,"['V1-2', 'C2-0', 'C1-0']"
704,"['V1-2', 'C2-0', 'C1-1']"
705,"['V1-2', 'C2-0', 'C1-2']"
706,"['V1-2', 'C2-0', 'C1-3']"
707,"['V1-2', 'C2-0', 'V1-0']"
708,"['V1-2', 'C2-0', 'V1-1']"
709,"['V1-2', 'C2-0', 'V1-3']"
710,"['V1-2', 'C2-0', 'C2-1']"
711,"['V1-2', 'C2-0', 'C2-2']"
712,"['V1-2', 'C2-0', 'C2-3']"
713,"['V1-2', 'C2-1', 'C1-0']"
714,"['V1-2', 'C2-1', 'C1-1']"
715,"['V1-2', 'C2-1', 'C1-2']"
716,"['V1-2', 'C2-1', 'C1-3']"
717,"['V1-2', 'C2-1', 'V1-0']"
718,"['V1-2', 'C2-1', 'V1-1']"
719,"['V1-2', 'C2-1', 'V1-3']"
720,"['V1-2', 'C2-1', 'C2-0']"
721,"['V1-2', 'C2-1', 'C2-2']"
722,"['V1-2', 'C2-1', 'C2-3']"
723,"['V1-2', 'C2-2', 'C1-0']"
724,"['V1-2', 'C2-2', 'C1-1']"
725,"['V1-2', 'C2-2', 'C1-2']"
726,"['V1-2', 'C2-2', 'C1-3']"
727,"['V1-2', 'C2-2', 'V1-0']"
728,"['V1-2', 'C2-2', 'V1-1']"
729,"['V1-2', 'C2-2', 'V1-3']"
730,"['V1-2', 'C2-2', 'C2-0']"
731,"['V1-2', 'C2-2', 'C2-1']"
732,"['V1-2', 'C2-2', 'C2-3']"
733,"['V1-2', 'C2-3', 'C1-0']"
734,"['V1-2', 'C2-3', 'C1-1']"
735,"['V1-2', 'C2-3', 'C1-2']"
736,"['V1-2', 'C2-3', 'C1-3']"
737,"['V1-2', 'C2-3', 'V1-0']"
738,"['V1-2', 'C2-3', 'V1-1']"
739,"['V1-2', 'C2-3', 'V1-3']"
740,"['V1-2', 'C2-3', 'C2-0']"
741,"['V1-2', 'C2-3', 'C2-1']"
742,"['V1-2', 'C2-3', 'C2-2']"
743,"['V1-3', 'C1-0', 'C1-1']"
744,"['V1-3', 'C1-0', 'C1-2']"
745,"['V1-3', 'C1-0', 'C1-3']"
746,"['V1-3', 'C1-0', 'V1-0']"
747,"['V1-3', 'C1-0', 'V1-1']"
748,"['V1-3', 'C1-0', 'V1-2']"
749,"['V1-3', 'C1-0', 'C2-0']"
750,"['V1-3', 'C1-0', 'C2-1']"
751,"['V1-3', 'C1-0', 'C2-2']"
752,"['V1-3', 'C1-0', 'C2-3']"
753,"['V1-3', 'C1-1', 'C1-0']"
754,"['V1-3', 'C1-1', 'C1-2']"
755,"['V1-3', 'C1-1', 'C1-3']"
756,"['V1-3', 'C1-1', 'V1-0']"
757,"['V1-3', 'C1-1', 'V1-1']"
758,"['V1-3', 'C1-1', 'V1-2']"
759,"['V1-3', 'C1-1', 'C2-0']"
760,"['V1-3', 'C1-1', 'C2-1']"
761,"['V1-3', 'C1-1', 'C2-2']"
762,"['V1-3', 'C1-1', 'C2-3']"
763,"['V1-3', 'C1-2', 'C1-0']"
764,"['V1-3', 'C1-2', 'C1-1']"
765,"['V1-3', 'C1-2', 'C1-3']"
766,"['V1-3', 'C1-2', 'V1-0']"
767,"['V1-3', 'C1-2', 'V1-1']"
768,"['V1-3', 'C1-2', 'V1-2']"
769,"['V1-3', 'C1-2', 'C2-0']"
770,"['V1-3', 'C1-2', 'C2-1']"
771,"['V1-3', 'C1-2', 'C2-2']"
772,"['V1-3', 'C1-2', 'C2-3']"
773,"['V1-3', 'C1-3', 'C1-0']"
774,"['V1-3', 'C1-3', 'C1-1']"
775,"['V1-3', 'C1-3', 'C1-2']"
776,"['V1-3', 'C1-3', 'V1-0']"
777,"['V1-3', 'C1-3', 'V1-1']"
778,"['V1-3', 'C1-3', 'V1-2']"
779,"['V1-3', 'C1-3', 'C2-0']"
780,"['V1-3', 'C1-3', 'C2-1']"
781,"['V1-3', 'C1-3', 'C2-2']"
782,"['V1-3', 'C1-3', 'C2-3']"
783,"['V1-3', 'V1-0', 'C1-0']"
784,"['V1-3', 'V1-0', 'C1-1']"
785,"['V1-3', 'V1-0', 'C1-2']"
786,"['V1-3', 'V1-0', 'C1-3']"
787,"['V1-3', 'V1-0', 'V1-1']"
788,"['V1-3', 'V1-0', 'V1-2']"
789,"['V1-3', 'V1-0', 'C2-0']"
790,"['V1-3', 'V1-0', 'C2-1']"
791,"['V1-3', 'V1-0', 'C2-2']"
792,"['V1-3', 'V1-0', 'C2-3']"
793,"['V1-3', 'V1-1', 'C1-0']"
794,"['V1-3', 'V1-1', 'C1-1']"
795,"['V1-3', 'V1-1', 'C1-2']"
796,"['V1-3', 'V1-1', 'C1-3']"
797,"['V1-3', 'V1-1', 'V1-0']"
798,"['V1-3', 'V1-1', 'V1-2']"
799,"['V1-3', 'V1-1', 'C2-0']"
800,"['V1-3', 'V1-1', 'C2-1']"
801,"['V1-3', 'V1-1', 'C2-2']"
802,"['V1-3', 'V1-1', 'C2-3']"
803,"['V1-3', 'V1-2', 'C1-0']"
804,"['V1-3', 'V1-2', 'C1-1']"
805,"['V1-3', 'V1-2', 'C1-2']"
806,"['V1-3', 'V1-2', 'C1-3']"
807,"['V1-3', 'V1-2', 'V1-0']"
808,"['V1-3', 'V1-2', 'V1-1']"
809,"['V1-3', 'V1-2', 'C2-0']"
810,"['V1-3', 'V1-2', 'C2-1']"
811,"['V1-3', 'V1-2', 'C2-2']"
812,"['V1-3', 'V1-2', 'C2-3']"
813,"['V1-3', 'C2-0', 'C1-0']"
814,"['V1-3', 'C2-0', 'C1-1']"
815,"['V1-3', 'C2-0', 'C1-2']"
816,"['V1-3', 'C2-0', 'C1-3']"
817,"['V1-3', 'C2-0', 'V1-0']"
818,"['V1-3', 'C2-0', 'V1-1']"
819,"['V1-3', 'C2-0', 'V1-2']"
820,"['V1-3', 'C2-0', 'C2-1']"
821,"['V1-3', 'C2-0', 'C2-2']"
822,"['V1-3', 'C2-0', 'C2-3']"
823,"['V1-3', 'C2-1', 'C1-0']"
824,"['V1-3', 'C2-1', 'C1-1']"
825,"['V1-3', 'C2-1', 'C1-2']"
826,"['V1-3', 'C2-1', 'C1-3']"
827,"['V1-3', 'C2-1', 'V1-0']"
828,"['V1-3', 'C2-1', 'V1-1']"
829,"['V1-3', 'C2-1', 'V1-2']"
830,"['V1-3', 'C2-1', 'C2-0']"
831,"['V1-3', 'C2-1', 'C2-2']"
832,"['V1-3', 'C2-1', 'C2-3']"
833,"['V1-3', 'C2-2', 'C1-0']"
834,"['V1-3', 'C2-2', 'C1-1']"
835,"['V1-3', 'C2-2', 'C1-2']"
836,"['V1-3', 'C2-2', 'C1-3']"
837,"['V1-3', 'C2-2', 'V1-0']"
838,"['V1-3', 'C2-2', 'V1-1']"
839,"['V1-3', 'C2-2', 'V1-2']"
840,"['V1-3', 'C2-2', 'C2-0']"
841,"['V1-3', 'C2-2', 'C2-1']"
842,"['V1-3', 'C2-2', 'C2-3']"
843,"['V1-3', 'C2-3', 'C1-0']"
844,"['V1-3', 'C2-3', 'C1-1']"
845,"['V1-3', 'C2-3', 'C1-2']"
846,"['V1-3', 'C2-3', 'C1-3']"
847,"['V1-3', 'C2-3', 'V1-0']"
848,"['V1-3', 'C2-3', 'V1-1']"
849,"['V1-3', 'C2-3', 'V1-2']"
850,"['V1-3', 'C2-3', 'C2-0']"
851,"['V1-3', 'C2-3', 'C2-1']"
852,"['V1-3', 'C2-3', 'C2-2']"
853,"['C2-0', 'C1-0', 'C1-1']"
854,"['C2-0', 'C1-0', 'C1-2']"
855,"['C2-0', 'C1-0', 'C1-3']"
856,"['C2-0', 'C1-0', 'V1-0']"
857,"['C2-0', 'C1-0', 'V1-1']"
858,"['C2-0', 'C1-0', 'V1-2']"
859,"['C2-0', 'C1-0', 'V1-3']"
860,"['C2-0', 'C1-0', 'C2-1']"
861,"['C2-0', 'C1-0', 'C2-2']"
862,"['C2-0', 'C1-0', 'C2-3']"
863,"['C2-0', 'C1-1', 'C1-0']"
864,"['C2-0', 'C1-1', 'C1-2']"
865,"['C2-0', 'C1-1', 'C1-3']"
866,"['C2-0', 'C1-1', 'V1-0']"
867,"['C2-0', 'C1-1', 'V1-1']"
868,"['C2-0', 'C1-1', 'V1-2']"
869,"['C2-0', 'C1-1', 'V1-3']"
870,"['C2-0', 'C1-1', 'C2-1']"
871,"['C2-0', 'C1-1', 'C2-2']"
872,"['C2-0', 'C1-1', 'C2-3']"
873,"['C2-0', 'C1-2', 'C1-0']"
874,"['C2-0', 'C1-2', 'C1-1']"
875,"['C2-0', 'C1-2', 'C1-3']"
876,"['C2-0', 'C1-2', 'V1-0']"
877,"['C2-0', 'C1-2', 'V1-1']"
878,"['C2-0', 'C1-2', 'V1-2']"
879,"['C2-0', 'C1-2', 'V1-3']"
880,"['C2-0', 'C1-2', 'C2-1']"
881,"['C2-0', 'C1-2', 'C2-2']"
882,"['C2-0', 'C1-2', 'C2-3']"
883,"['C2-0', 'C1-3', 'C1-0']"
884,"['C2-0', 'C1-3', 'C1-1']"
885,"['C2-0', 'C1-3', 'C1-2']"
886,"['C2-0', 'C1-3', 'V1-0']"
887,"['C2-0', 'C1-3', 'V1-1']"
888,"['C2-0', 'C1-3', 'V1-2']"
889,"['C2-0', 'C1-3', 'V1-3']"
890,"['C2-0', 'C1-3', 'C2-1']"
891,"['C2-0', 'C1-3', 'C2-2']"
892,"['C2-0', 'C1-3', 'C2-3']"
893,"['C2-0', 'V1-0', 'C1-0']"
894,"['C2-0', 'V1-0', 'C1-1']"
895,"['C2-0', 'V1-0', 'C1-2']"
896,"['C2-0', 'V1-0', 'C1-3']"
897,"['C2-0', 'V1-0', 'V1-1']"
898,"['C2-0', 'V1-0', 'V1-2']"
899,"['C2-0', 'V1-0', 'V1-3']"
900,"['C2-0', 'V1-0', 'C2-1']"
901,"['C2-0', 'V1-0', 'C2-2']"
902,"['C2-0', 'V1-0', 'C2-3']"
903,"['C2-0', 'V1-1', 'C1-0']"
904,"['C2-0', 'V1-1', 'C1-1']"
905,"['C2-0', 'V1-1', 'C1-2']"
906,"['C2-0', 'V1-1', 'C1-3']"
907,"['C2-0', 'V1-1', 'V1-0']"
908,"['C2-0', 'V1-1', 'V1-2']"
909,"['C2-0', 'V1-1', 'V1-3']"
910,"['C2-0', 'V1-1', 'C2-1']"
911,"['C2-0', 'V1-1', 'C2-2']"
912,"['C2-0', 'V1-1', 'C2-3']"
913,"['C2-0', 'V1-2', 'C1-0']"
914,"['C2-0', 'V1-2', 'C1-1']"
915,"['C2-0', 'V1-2', 'C1-2']"
916,"['C2-0', 'V1-2', 'C1-3']"
917,"['C2-0', 'V1-2', 'V1-0']"
918,"['C2-0', 'V1-2', 'V1-1']"
919,"['C2-0', 'V1-2', 'V1-3']"
920,"['C2-0', 'V1-2', 'C2-1']"
921,"['C2-0', 'V1-2', 'C2-2']"
922,"['C2-0', 'V1-2', 'C2-3']"
923,"['C2-0', 'V1-3', 'C1-0']"
924,"['C2-0', 'V1-3', 'C1-1']"
925,"['C2-0', 'V1-3', 'C1-2']"
926,"['C2-0', 'V1-3', 'C1-3']"
927,"['C2-0', 'V1-3', 'V1-0']"
928,"['C2-0', 'V1-3', 'V1-1']"
929,"['C2-0', 'V1-3', 'V1-2']"
930,"['C2-0', 'V1-3', 'C2-1']"
931,"['C2-0', 'V1-3', 'C2-2']"
932,"['C2-0', 'V1-3', 'C2-3']"
933,"['C2-0', 'C2-1', 'C1-0']"
934,"['C2-0', 'C2-1', 'C1-1']"
935,"['C2-0', 'C2-1', 'C1-2']"
936,"['C2-0', 'C2-1', 'C1-3']"
937,"['C2-0', 'C2-1', 'V1-0']"
938,"['C2-0', 'C2-1', 'V1-1']"
939,"['C2-0', 'C2-1', 'V1-2']"
940,"['C2-0', 'C2-1', 'V1-3']"
941,"['C2-0', 'C2-1', 'C2-2']"
942,"['C2-0', 'C2-1', 'C2-3']"
943,"['C2-0', 'C2-2', 'C1-0']"
944,"['C2-0', 'C2-2', 'C1-1']"
945,"['C2-0', 'C2-2', 'C1-2']"
946,"['C2-0', 'C2-2', 'C1-3']"
947,"['C2-0', 'C2-2', 'V1-0']"
948,"['C2-0', 'C2-2', 'V1-1']"
949,"['C2-0', 'C2-2', 'V1-2']"
950,"['C2-0', 'C2-2', 'V1-3']"
951,"['C2-0', 'C2-2', 'C2-1']"
952,"['C2-0', 'C2-2', 'C2-3']"
953,"['C2-0', 'C2-3', 'C1-0']"
954,"['C2-0', 'C2-3', 'C1-1']"
955,"['C2-0', 'C2-3', 'C1-2']"
956,"['C2-0', 'C2-3', 'C1-3']"
957,"['C2-0', 'C2-3', 'V1-0']"
958,"['C2-0', 'C2-3', 'V1-1']"
959,"['C2-0', 'C2-3', 'V1-2']"
960,"['C2-0', 'C2-3', 'V1-3']"
961,"['C2-0', 'C2-3', 'C2-1']"
962,"['C2-0', 'C2-3', 'C2-2']"
963,"['C2-1', 'C1-0', 'C1-1']"
964,"['C2-1', 'C1-0', 'C1-2']"
965,"['C2-1', 'C1-0', 'C1-3']"
966,"['C2-1', 'C1-0', 'V1-0']"
967,"['C2-1', 'C1-0', 'V1-1']"
968,"['C2-1', 'C1-0', 'V1-2']"
969,"['C2-1', 'C1-0', 'V1-3']"
970,"['C2-1', 'C1-0', 'C2-0']"
971,"['C2-1', 'C1-0', 'C2-2']"
972,"['C2-1', 'C1-0', 'C2-3']"
973,"['C2-1', 'C1-1', 'C1-0']"
974,"['C2-1', 'C1-1', 'C1-2']"
975,"['C2-1', 'C1-1', 'C1-3']"
976,"['C2-1', 'C1-1', 'V1-0']"
977,"['C2-1', 'C1-1', 'V1-1']"
978,"['C2-1', 'C1-1', 'V1-2']"
979,"['C2-1', 'C1-1', 'V1-3']"
980,"['C2-1', 'C1-1', 'C2-0']"
981,"['C2-1', 'C1-1', 'C2-2']"
982,"['C2-1', 'C1-1', 'C2-3']"
983,"['C2-1', 'C1-2', 'C1-0']"
984,"['C2-1', 'C1-2', 'C1-1']"
985,"['C2-1', 'C1-2', 'C1-3']"
986,"['C2-1', 'C1-2', 'V1-0']"
987,"['C2-1', 'C1-2', 'V1-1']"
988,"['C2-1', 'C1-2', 'V1-2']"
989,"['C2-1', 'C1-2', 'V1-3']"
990,"['C2-1', 'C1-2', 'C2-0']"
991,"['C2-1', 'C1-2', 'C2-2']"
992,"['C2-1', 'C1-2', 'C2-3']"
993,"['C2-1', 'C1-3', 'C1-0']"
994,"['C2-1', 'C1-3', 'C1-1']"
995,"['C2-1', 'C1-3', 'C1-2']"
996,"['C2-1', 'C1-3', 'V1-0']"
997,"['C2-1', 'C1-3', 'V1-1']"
998,"['C2-1', 'C1-3', 'V1-2']"
999,"['C2-1', 'C1-3', 'V1-3']"
1000,"['C2-1', 'C1-3', 'C2-0']"
1001,"['C2-1', 'C1-3', 'C2-2']"
1002,"['C2-1', 'C1-3', 'C2-3']"
1003,"['C2-1', 'V1-0', 'C1-0']"
1004,"['C2-1', 'V1-0', 'C1-1']"
1005,"['C2-1', 'V1-0', 'C1-2']"
1006,"['C2-1', 'V1-0', 'C1-3']"
1007,"['C2-1', 'V1-0', 'V1-1']"
1008,"['C2-1', 'V1-0', 'V1-2']"
1009,"['C2-1', 'V1-0', 'V1-3']"
1010,"['C2-1', 'V1-0', 'C2-0']"
1011,"['C2-1', 'V1-0', 'C2-2']"
1012,"['C2-1', 'V1-0', 'C2-3']"
1013,"['C2-1', 'V1-1', 'C1-0']"
1014,"['C2-1', 'V1-1', 'C1-1']"
1015,"['C2-1', 'V1-1', 'C1-2']"
1016,"['C2-1', 'V1-1', 'C1-3']"
1017,"['C2-1', 'V1-1', 'V1-0']"
1018,"['C2-1', 'V1-1', 'V1-2']"
1019,"['C2-1', 'V1-1', 'V1-3']"
1020,"['C2-1', 'V1-1', 'C2-0']"
1021,"['C2-1', 'V1-1', 'C2-2']"
1022,"['C2-1', 'V1-1', 'C2-3']"
1023,"['C2-1', 'V1-2', 'C1-0']"
1024,"['C2-1', 'V1-2', 'C1-1']"
1025,"['C2-1', 'V1-2', 'C1-2']"
1026,"['C2-1', 'V1-2', 'C1-3']"
1027,"['C2-1', 'V1-2', 'V1-0']"
1028,"['C2-1', 'V1-2', 'V1-1']"
1029,"['C2-1', 'V1-2', 'V1-3']"
1030,"['C2-1', 'V1-2', 'C2-0']"
1031,"['C2-1', 'V1-2', 'C2-2']"
1032,"['C2-1', 'V1-2', 'C2-3']"
1033,"['C2-1', 'V1-3', 'C1-0']"
1034,"['C2-1', 'V1-3', 'C1-1']"
1035,"['C2-1', 'V1-3', 'C1-2']"
1036,"['C2-1', 'V1-3', 'C1-3']"
1037,"['C2-1', 'V1-3', 'V1-0']"
1038,"['C2-1', 'V1-3', 'V1-1']"
1039,"['C2-1', 'V1-3', 'V1-2']"
1040,"['C2-1', 'V1-3', 'C2-0']"
1041,"['C2-1', 'V1-3', 'C2-2']"
1042,"['C2-1', 'V1-3', 'C2-3']"
1043,"['C2-1', 'C2-0', 'C1-0']"
1044,"['C2-1', 'C2-0', 'C1-1']"
1045,"['C2-1', 'C2-0', 'C1-2']"
1046,"['C2-1', 'C2-0', 'C1-3']"
1047,"['C2-1', 'C2-0', 'V1-0']"
1048,"['C2-1', 'C2-0', 'V1-1']"
1049,"['C2-1', 'C2-0', 'V1-2']"
1050,"['C2-1', 'C2-0', 'V1-3']"
1051,"['C2-1', 'C2-0', 'C2-2']"
1052,"['C2-1', 'C2-0', 'C2-3']"
1053,"['C2-1', 'C2-2', 'C1-0']"
1054,"['C2-1', 'C2-2', 'C1-1']"
1055,"['C2-1', 'C2-2', 'C1-2']"
1056,"['C2-1', 'C2-2', 'C1-3']"
1057,"['C2-1', 'C2-2', 'V1-0']"
1058,"['C2-1', 'C2-2', 'V1-1']"
1059,"['C2-1', 'C2-2', 'V1-2']"
1060,"['C2-1', 'C2-2', 'V1-3']"
1061,"['C2-1', 'C2-2', 'C2-0']"
1062,"['C2-1', 'C2-2', 'C2-3']"
1063,"['C2-1', 'C2-3', 'C1-0']"
1064,"['C2-1', 'C2-3', 'C1-1']"
1065,"['C2-1', 'C2-3', 'C1-2']"
1066,"['C2-1', 'C2-3', 'C1-3']"
1067,"['C2-1', 'C2-3', 'V1-0']"
1068,"['C2-1', 'C2-3', 'V1-1']"
1069,"['C2-1', 'C2-3', 'V1-2']"
1070,"['C2-1', 'C2-3', 'V1-3']"
1071,"['C2-1', 'C2-3', 'C2-0']"
1072,"['C2-1', 'C2-3', 'C2-2']"
1073,"['C2-2', 'C1-0', 'C1-1']"
1074,"['C2-2', 'C1-0', 'C1-2']"
1075,"['C2-2', 'C1-0', 'C1-3']"
1076,"['C2-2', 'C1-0', 'V1-0']"
1077,"['C2-2', 'C1-0', 'V1-1']"
1078,"['C2-2', 'C1-0', 'V1-2']"
1079,"['C2-2', 'C1-0', 'V1-3']"
1080,"['C2-2', 'C1-0', 'C2-0']"
1081,"['C2-2', 'C1-0', 'C2-1']"
1082,"['C2-2', 'C1-0', 'C2-3']"
1083,"['C2-2', 'C1-1', 'C1-0']"
1084,"['C2-2', 'C1-1', 'C1-2']"
1085,"['C2-2', 'C1-1', 'C1-3']"
1086,"['C2-2', 'C1-1', 'V1-0']"
1087,"['C2-2', 'C1-1', 'V1-1']"
1088,"['C2-2', 'C1-1', 'V1-2']"
1089,"['C2-2', 'C1-1', 'V1-3']"
1090,"['C2-2', 'C1-1', 'C2-0']"
1091,"['C2-2', 'C1-1', 'C2-1']"
1092,"['C2-2', 'C1-1', 'C2-3']"
1093,"['C2-2', 'C1-2', 'C1-0']"
1094,"['C2-2', 'C1-2', 'C1-1']"
1095,"['C2-2', 'C1-2', 'C1-3']"
1096,"['C2-2', 'C1-2', 'V1-0']"
1097,"['C2-2', 'C1-2', 'V1-1']"
1098,"['C2-2', 'C1-2', 'V1-2']"
1099,"['C2-2', 'C1-2', 'V1-3']"
1100,"['C2-2', 'C1-2', 'C2-0']"
1101,"['C2-2', 'C1-2', 'C2-1']"
1102,"['C2-2', 'C1-2', 'C2-3']"
1103,"['C2-2', 'C1-3', 'C1-0']"
1104,"['C2-2', 'C1-3', 'C1-1']"
1105,"['C2-2', 'C1-3', 'C1-2']"
1106,"['C2-2', 'C1-3', 'V1-0']"
1107,"['C2-2', 'C1-3', 'V1-1']"
1108,"['C2-2', 'C1-3', 'V1-2']"
1109,"['C2-2', 'C1-3', 'V1-3']"
1110,"['C2-2', 'C1-3', 'C2-0']"
1111,"['C2-2', 'C1-3', 'C2-1']"
1112,"['C2-2', 'C1-3', 'C2-3']"
1113,"['C2-2', 'V1-0', 'C1-0']"
