sentence_id	structure	needed_roles	sentence_lst	sentence_str	role_to_filler	filler_to_role	probability	verb
ditransitive_gave_09c34b96-1a30-4e5f-bddb-44b690329823	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'gave', 'girl', 'package']	man gave girl package	{'subject': 'man', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'package'}	{'man': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_e6268ad0-ccd5-4465-8506-0f0c2a9c344a	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['man', 'gave', 'girl', 'gift']	man gave girl gift	{'subject': 'man', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'gift'}	{'man': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_00250318-327b-42b4-a28a-c2604826b9f6	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'eggs']	woman gave man eggs	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'eggs'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_7fbb747a-dc0b-4e85-ba38-c149278083a1	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'toast']	woman gave man toast	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'toast'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_f65e5c12-3bd0-4689-b941-bf046439eff3	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'pizza']	woman gave man pizza	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'pizza'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_9efb6271-011f-4bea-9b2f-7f80c818df99	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'coffee']	woman gave man coffee	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'coffee'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_af7f273a-49f1-411d-9cac-2e944e2062c8	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'tea']	woman gave man tea	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'tea'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_6762b425-58ba-46c5-8337-f07a0e7d8278	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'soup']	woman gave man soup	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'soup'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_4d8312bf-36db-43fd-a8b8-f1b783b08fa2	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'sugar']	woman gave man sugar	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'sugar'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_13a3dd6d-d0e4-410e-9c60-5adc818b32ff	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'book']	woman gave man book	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'book'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_9f572563-cba3-4c11-942c-927d2841a836	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'letter']	woman gave man letter	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'letter'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_0cd51613-a962-4266-9801-efccdd2e0326	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'package']	woman gave man package	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'package'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_4b198e95-1deb-469a-add1-622cfceaabfb	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'man', 'gift']	woman gave man gift	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'gift'}	{'woman': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_163908b5-c92b-4e56-8613-0c815153b88f	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'eggs']	woman gave woman eggs	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'eggs'}	{'woman': 'indirect_object', 'gave': 'verb', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_3f6657f0-4048-47df-9084-de6cc5f795f9	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'toast']	woman gave woman toast	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'toast'}	{'woman': 'indirect_object', 'gave': 'verb', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_ac9913cd-4457-45cc-8202-168cb38ca65f	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'pizza']	woman gave woman pizza	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'pizza'}	{'woman': 'indirect_object', 'gave': 'verb', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_34443c63-8b9a-493c-b48e-36ecf1c6157b	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'coffee']	woman gave woman coffee	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'coffee'}	{'woman': 'indirect_object', 'gave': 'verb', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_a984de9d-874b-48c2-96bd-6fe9dd8e60dc	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'tea']	woman gave woman tea	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'tea'}	{'woman': 'indirect_object', 'gave': 'verb', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_5a530569-632e-404c-b958-13b16110a413	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'soup']	woman gave woman soup	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'soup'}	{'woman': 'indirect_object', 'gave': 'verb', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_f1ccd081-8f79-4b2e-a14b-e126fc1f5d1a	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'sugar']	woman gave woman sugar	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'sugar'}	{'woman': 'indirect_object', 'gave': 'verb', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_eee24dcc-2144-4866-9bef-0f5867753dde	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'book']	woman gave woman book	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'book'}	{'woman': 'indirect_object', 'gave': 'verb', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_dc448f6a-fa91-4f84-8988-becdb90b22c3	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'letter']	woman gave woman letter	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'letter'}	{'woman': 'indirect_object', 'gave': 'verb', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_6265493c-4337-4239-96a6-e8eeefbd04ba	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'package']	woman gave woman package	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'package'}	{'woman': 'indirect_object', 'gave': 'verb', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_dc4f69f6-b126-4792-8c55-e5beeab66924	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'woman', 'gift']	woman gave woman gift	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'gift'}	{'woman': 'indirect_object', 'gave': 'verb', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_1a1e64f7-7f21-4ef4-819f-0c533aa6237d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'eggs']	woman gave boy eggs	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'eggs'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_91257d30-3117-46e5-9d15-89d51effdbeb	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'toast']	woman gave boy toast	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'toast'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_9f19aed9-9d56-4287-8c0a-16ed9fc384f9	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'pizza']	woman gave boy pizza	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'pizza'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_44f4be1d-4f09-417a-adf6-b8332253fc53	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'coffee']	woman gave boy coffee	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'coffee'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_0e43e213-b03c-4176-a9e1-3e83a92710da	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'tea']	woman gave boy tea	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'tea'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_aee0bea4-1d90-4d45-9275-c5d6a82d5f66	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'soup']	woman gave boy soup	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'soup'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_4dda71ac-a75a-489c-9a79-f8620203b75f	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'sugar']	woman gave boy sugar	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'sugar'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_52f8e5b8-dabd-4686-92bc-10291eea8ff7	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'book']	woman gave boy book	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'book'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_bef5b4d6-7b69-41e8-a165-ab68d76202bd	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'letter']	woman gave boy letter	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'letter'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_e7a58e70-78bc-4c7b-8e04-aeef1ee240f2	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'package']	woman gave boy package	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'package'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_42a175e4-c051-40e4-b7dc-56e5ebe23ba6	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'boy', 'gift']	woman gave boy gift	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'gift'}	{'woman': 'subject', 'gave': 'verb', 'boy': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_da093c92-d62d-45d6-9d4e-d5a92f4cbc9f	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'eggs']	woman gave girl eggs	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'eggs'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_3dcfcc88-a487-41d3-addb-81ecbc0a5e1e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'toast']	woman gave girl toast	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'toast'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_e3509bb3-8049-4984-af1f-43878d18a06b	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'pizza']	woman gave girl pizza	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'pizza'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_34587a32-9cc5-465d-945f-4dcf828c9b91	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'coffee']	woman gave girl coffee	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'coffee'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_81668a88-c51c-4f39-a5bb-02d15188d8b0	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'tea']	woman gave girl tea	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'tea'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_a4cb2b83-d4e0-4e27-83a9-beee65666543	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'soup']	woman gave girl soup	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'soup'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_c4a6e8da-5be7-4046-8087-887e515347cc	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'sugar']	woman gave girl sugar	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'sugar'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_660cfff3-b488-4472-ae9c-37f2b4d51be6	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'book']	woman gave girl book	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'book'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_aee50edf-080d-476a-b2e2-143118743e6b	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'letter']	woman gave girl letter	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'letter'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_a9f29b3e-9a12-4920-a521-2aa9a084dd75	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'package']	woman gave girl package	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'package'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_53d008a2-3266-4683-bf3b-28c2b0cf6f9c	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['woman', 'gave', 'girl', 'gift']	woman gave girl gift	{'subject': 'woman', 'verb': 'gave', 'indirect_object': 'girl', 'direct_object': 'gift'}	{'woman': 'subject', 'gave': 'verb', 'girl': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_63b496ca-3451-492c-971c-ab3c58582c10	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'eggs']	boy gave man eggs	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'eggs'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_b4954df5-8f98-4c4c-81a1-871653aedfbf	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'toast']	boy gave man toast	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'toast'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_39c4c083-ab34-409e-a0e5-ba456f947fa6	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'pizza']	boy gave man pizza	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'pizza'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_89a26efa-c857-4a3f-acb1-384a702e08c6	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'coffee']	boy gave man coffee	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'coffee'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_ab32ce8f-b74d-4f73-abb0-70cf91fb8d23	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'tea']	boy gave man tea	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'tea'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_02f79509-4d62-48ae-aca7-3dfe4737738e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'soup']	boy gave man soup	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'soup'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_7d916022-88c4-4004-99e1-d6bbdd957663	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'sugar']	boy gave man sugar	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'sugar'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_e8fd975a-b7b7-41c2-afaf-4d939a225dda	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'book']	boy gave man book	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'book'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_df1e3840-06d1-41af-ad30-41c17f1fd2fd	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'letter']	boy gave man letter	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'letter'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_06675182-af19-41ac-9b84-d9d24acc022a	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'package']	boy gave man package	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'package'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_2d59ef41-56dc-4350-969c-3ab4a70ca7ed	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'man', 'gift']	boy gave man gift	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'man', 'direct_object': 'gift'}	{'boy': 'subject', 'gave': 'verb', 'man': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_d32cf905-5948-4505-bf90-1cfea7c28cbb	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'eggs']	boy gave woman eggs	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'eggs'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'eggs': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_3db1ee66-d462-4350-bb9e-34adefa02729	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'toast']	boy gave woman toast	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'toast'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'toast': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_f0cf78d9-3600-4468-a5c5-e6b2c328cbe7	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'pizza']	boy gave woman pizza	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'pizza'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'pizza': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_534a5ac1-29ca-43c0-9730-53bb6d5826bd	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'coffee']	boy gave woman coffee	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'coffee'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'coffee': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_41ffa0b5-12c5-460c-9da3-9fc32e309fbb	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'tea']	boy gave woman tea	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'tea'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'tea': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_df449b25-8998-49b9-bded-79e225f2c54e	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'soup']	boy gave woman soup	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'soup'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'soup': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_ba9e207a-5b52-4fbd-a632-cad3eebd47b2	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'sugar']	boy gave woman sugar	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'sugar'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'sugar': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_99ba3223-a6ac-4238-9ca3-98ddd895629d	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'book']	boy gave woman book	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'book'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'book': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_e71e4f29-b15b-43a0-a179-895cafbbdff8	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'letter']	boy gave woman letter	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'letter'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'letter': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_e6ac5109-698d-4643-b5d3-225adfd9da1f	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'package']	boy gave woman package	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'package'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'package': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_b6130291-394c-4f47-ba52-da8c8241e4d0	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'woman', 'gift']	boy gave woman gift	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'woman', 'direct_object': 'gift'}	{'boy': 'subject', 'gave': 'verb', 'woman': 'indirect_object', 'gift': 'direct_object'}	0.0004261363636363636	gave
ditransitive_gave_5103518c-e9d5-46e2-9a89-29a4346e3034	ditransitive	['subject', 'verb', 'indirect_object', 'direct_object']	['boy', 'gave', 'boy', 'eggs']	boy gave boy eggs	{'subject': 'boy', 'verb': 'gave', 'indirect_object': 'boy', 'direct_object': 'eggs'}	{'boy': 'indirect_object', 'gave': 'verb', 'eggs': 'direct_object'}	0.0004261363636363636	gave
